frame_count,fps,model_time,num_faces,image_width,image_height,image_channels,avg_confidence
55,13.523023760388472,0.01529550552368164,1,640,480,3,0.0588486
56,13.662044443213915,0.014985084533691406,1,640,480,3,0.057429
57,13.811962185634943,0.014916658401489258,1,640,480,3,0.056856822
58,13.956184158803453,0.014893770217895508,1,640,480,3,0.055813093
59,14.089666152076926,0.015230894088745117,1,640,480,3,0.0522003
60,14.233750978768112,0.015184402465820312,1,640,480,3,0.054505184
61,14.375755878549697,0.01511383056640625,1,640,480,3,0.056147847
62,14.501611033916337,0.015150070190429688,1,640,480,3,0.05662796
63,14.637472208644446,0.015190362930297852,1,640,480,3,0.05055009
64,14.773581347019656,0.015503883361816406,1,640,480,3,0.051311925
65,14.894332259885703,0.015013456344604492,1,640,480,3,0.0561855
66,15.028969729899469,0.015009164810180664,1,640,480,3,0.056504857
67,15.161299368991278,0.014892101287841797,1,640,480,3,0.05724929
68,15.273881516361286,0.01513671875,1,640,480,3,0.056244172
69,15.40263650164422,0.01491689682006836,1,640,480,3,0.055004153
70,15.527657488024161,0.015044212341308594,1,640,480,3,0.05633265
71,15.65113985399551,0.015234708786010742,1,640,480,3,0.057600584
72,15.760623394234873,0.015248298645019531,1,640,480,3,0.056557126
73,15.879778785646614,0.015343904495239258,1,640,480,3,0.055867445
74,15.998697747733468,0.014905214309692383,1,640,480,3,0.05583521
75,16.10582554971386,0.014908313751220703,1,640,480,3,0.05082681
76,16.222994121051496,0.015587806701660156,1,640,480,3,0.0515465
77,16.33928662042585,0.01517796516418457,1,640,480,3,0.051832523
78,16.43985500014623,0.015091896057128906,1,640,480,3,0.050718747
79,16.55200481309398,0.015146732330322266,1,640,480,3,0.047362555
80,16.664314436477145,0.015324592590332031,1,640,480,3,0.049585633
81,16.620434822745384,0.0346221923828125,1,640,480,3,0.05025002
82,16.7271170604685,0.015901803970336914,1,640,480,3,0.052246533
83,16.85675469859202,0.013045072555541992,1,640,480,3,0.049595375
84,16.984897622471802,0.012803316116333008,1,640,480,3,0.051686767
85,17.113988693652477,0.013124227523803711,1,640,480,3,0.05317633
86,17.242816145457013,0.013193845748901367,1,640,480,3,0.057421938
87,17.369558679594526,0.012996196746826172,1,640,480,3,0.049074408
88,17.484062472362794,0.013080835342407227,1,640,480,3,0.04985648
89,17.58488129960767,0.012857675552368164,1,640,480,3,0.049309712
90,17.683287202221038,0.012757062911987305,1,640,480,3,0.0486987
91,17.767847291399665,0.01260519027709961,1,640,480,3,0.047507927
92,17.863379365609163,0.012652873992919922,1,640,480,3,0.049012497
93,17.956362024348582,0.013530254364013672,1,640,480,3,0.049765676
94,17.84992833128242,0.043660879135131836,1,640,480,3,0.05429781
95,17.906196808107865,0.01885199546813965,1,640,480,3,0.054034222
96,18.013187078654575,0.013511419296264648,1,640,480,3,0.05583079
97,18.129503517238977,0.012801408767700195,1,640,480,3,0.054342724
98,18.24444952416123,0.013166427612304688,1,640,480,3,0.054833494
99,18.35809741227708,0.012620925903320312,1,640,480,3,0.05200405
100,18.472020154798756,0.01290273666381836,1,640,480,3,0.05092948
101,18.584332987259067,0.012597799301147461,1,640,480,3,0.052318078
102,18.69831702081824,0.012732744216918945,1,640,480,3,0.05079853
103,18.805889457425454,0.014199972152709961,1,640,480,3,0.052746948
104,18.895010981179738,0.014120101928710938,1,640,480,3,0.049966212
105,18.972767003589777,0.014534473419189453,1,640,480,3,0.050090957
106,19.052304118495197,0.014899492263793945,1,640,480,3,0.05149168
107,19.126636991057385,0.014661312103271484,1,640,480,3,0.051308338
108,19.056962284125348,0.035100460052490234,1,640,480,3,0.049565874
109,19.136732247987204,0.01600956916809082,1,640,480,3,0.052151676
110,19.238342129870453,0.012926578521728516,1,640,480,3,0.052073136
111,19.341652121686533,0.013025283813476562,1,640,480,3,0.052142695
112,19.445085155698465,0.012843847274780273,1,640,480,3,0.046884023
113,19.546519081530885,0.01292562484741211,1,640,480,3,0.05215398
114,19.646823450143465,0.013417720794677734,1,640,480,3,0.05422061
115,19.74143140891077,0.01321864128112793,1,640,480,3,0.051788248
116,19.805361532046803,0.013914346694946289,1,640,480,3,0.053144287
117,19.882385844644794,0.013250112533569336,1,640,480,3,0.050107762
118,19.95687203546857,0.013453245162963867,1,640,480,3,0.04924362
119,20.016653308119327,0.013481616973876953,1,640,480,3,0.049691156
120,20.088972915938083,0.013734102249145508,1,640,480,3,0.052435894
121,19.98508274239126,0.04238486289978027,1,640,480,3,0.052664064
122,20.04122757153574,0.01704716682434082,1,640,480,3,0.05093438
123,20.129885399986446,0.01319742202758789,1,640,480,3,0.048001062
124,20.22489752004597,0.012875795364379883,1,640,480,3,0.05185129
125,20.31716034078583,0.013012409210205078,1,640,480,3,0.04892473
126,20.409109726755158,0.012802600860595703,1,640,480,3,0.049840383
127,20.502320362611794,0.012671470642089844,1,640,480,3,0.05054296
128,20.590717996085136,0.013453006744384766,1,640,480,3,0.053398333
129,20.681098065285223,0.012982606887817383,1,640,480,3,0.048665103
130,20.75666220122301,0.012955665588378906,1,640,480,3,0.05125657
131,20.821431650379427,0.012964010238647461,1,640,480,3,0.05339911
132,20.690782138500936,0.0449519157409668,1,640,480,3,0.049888134
133,20.712906129402818,0.020079374313354492,1,640,480,3,0.05335087
134,20.78995926876949,0.013883590698242188,1,640,480,3,0.046081133
135,20.87459461838802,0.013865232467651367,1,640,480,3,0.049495697
136,20.96085847511018,0.012906789779663086,1,640,480,3,0.04896367
137,21.04659643560643,0.012716293334960938,1,640,480,3,0.05188979
138,21.13311019234683,0.012810707092285156,1,640,480,3,0.051051803
139,21.217097987541262,0.0130157470703125,1,640,480,3,0.051039923
140,21.300854798270503,0.013000965118408203,1,640,480,3,0.05259128
141,21.38105747568922,0.01320505142211914,1,640,480,3,0.04962499
142,21.46306577197461,0.013534069061279297,1,640,480,3,0.05182643
143,21.5245141193359,0.013639211654663086,1,640,480,3,0.052410893
144,21.584342193895278,0.013257265090942383,1,640,480,3,0.053173255
145,21.469333886763536,0.04069066047668457,1,640,480,3,0.052904654
146,21.506788615002286,0.01811838150024414,1,640,480,3,0.047473364
147,21.57611125884491,0.01442575454711914,1,640,480,3,0.054023363
148,21.655324172277947,0.013061761856079102,1,640,480,3,0.055374246
149,21.73604073978415,0.012781381607055664,1,640,480,3,0.049502473
150,21.813295056219513,0.013236761093139648,1,640,480,3,0.0538496
151,21.893142271327953,0.012722253799438477,1,640,480,3,0.04982789
152,21.909712633538117,0.01903390884399414,1,640,480,3,0.046172902
153,21.977820477233486,0.01374053955078125,1,640,480,3,0.053337835
154,22.055836480478593,0.012824535369873047,1,640,480,3,0.053611826
155,22.131767185795734,0.012865304946899414,1,640,480,3,0.050679035
156,22.20743191672552,0.013070344924926758,1,640,480,3,0.05482476
157,22.26612799223218,0.012980461120605469,1,640,480,3,0.052410856
158,22.294676602055954,0.016004562377929688,1,640,480,3,0.05041238
159,22.349431316252936,0.015733003616333008,1,640,480,3,0.050422475
160,22.40059463553589,0.014053821563720703,1,640,480,3,0.05070576
161,22.442604124365545,0.013968944549560547,1,640,480,3,0.050661
162,22.49366119320239,0.014038801193237305,1,640,480,3,0.051960167
163,22.543222401687412,0.014358997344970703,1,640,480,3,0.052615732
164,22.583494739957963,0.01397562026977539,1,640,480,3,0.051423
165,22.631827190803435,0.014412641525268555,1,640,480,3,0.049881134
166,22.681586608264684,0.014505386352539062,1,640,480,3,0.050127577
167,22.718968508687567,0.014481306076049805,1,640,480,3,0.055721305
168,22.768923927781234,0.014219522476196289,1,640,480,3,0.052335292
169,22.81615628294456,0.014185905456542969,1,640,480,3,0.055527613
170,22.853695953130018,0.014078855514526367,1,640,480,3,0.048523225
171,22.90206131201258,0.013995647430419922,1,640,480,3,0.050911374
172,22.94663638457443,0.014011859893798828,1,640,480,3,0.051145542
173,22.82486471129203,0.04381132125854492,1,640,480,3,0.05064053
174,22.837463485303044,0.019448280334472656,1,640,480,3,0.054040436
175,22.897992197995517,0.01352071762084961,1,640,480,3,0.050458726
176,22.96535445862727,0.013334035873413086,1,640,480,3,0.049256306
177,23.033779143024127,0.012612581253051758,1,640,480,3,0.05351963
178,23.10206155232713,0.012629270553588867,1,640,480,3,0.05270815
179,23.169802232493982,0.012729883193969727,1,640,480,3,0.050746787
180,23.23423073810083,0.013662099838256836,1,640,480,3,0.05593865
181,23.301309831362474,0.012609720230102539,1,640,480,3,0.052602757
182,23.36672627702661,0.013139963150024414,1,640,480,3,0.05308737
183,23.41527786616106,0.01288604736328125,1,640,480,3,0.05464733
184,23.458576619516187,0.012747526168823242,1,640,480,3,0.05346817
185,23.3347267977277,0.04545998573303223,1,640,480,3,0.052633706
186,23.346725475451212,0.01889824867248535,1,640,480,3,0.053110715
187,23.402654028899846,0.013713836669921875,1,640,480,3,0.05606512
188,23.466480584504165,0.013248920440673828,1,640,480,3,0.054408688
189,23.5314944758134,0.012728452682495117,1,640,480,3,0.05033687
190,23.596351432181336,0.012592554092407227,1,640,480,3,0.05080918
191,23.658743228447523,0.012968063354492188,1,640,480,3,0.05393738
192,23.722892413100165,0.01263880729675293,1,640,480,3,0.05154624
193,23.78374444850552,0.013135433197021484,1,640,480,3,0.05367845
194,23.84590544197576,0.013058900833129883,1,640,480,3,0.051119976
195,23.88120546103375,0.014302492141723633,1,640,480,3,0.053133518
196,23.904825663867943,0.014808893203735352,1,640,480,3,0.053965826
197,23.94593377570884,0.014542579650878906,1,640,480,3,0.053540617
198,23.864101617523026,0.03473162651062012,1,640,480,3,0.05236018
199,23.90345263678811,0.015400409698486328,1,640,480,3,0.051953107
200,23.961530876599404,0.013281106948852539,1,640,480,3,0.054203272
201,24.020357674793306,0.012885332107543945,1,640,480,3,0.05613613
202,24.08022453556753,0.012952089309692383,1,640,480,3,0.054199614
203,24.136952284228098,0.012935161590576172,1,640,480,3,0.053537674
204,24.196584270532263,0.012888193130493164,1,640,480,3,0.053773925
205,24.23200139084994,0.012915611267089844,1,640,480,3,0.05600011
206,24.269127113304652,0.013101577758789062,1,640,480,3,0.053603962
207,24.30673248344875,0.012845993041992188,1,640,480,3,0.055021524
208,24.330022910929326,0.012726783752441406,1,640,480,3,0.05257005
209,24.368594133109344,0.012916803359985352,1,640,480,3,0.05252865
210,24.40418067725961,0.013116836547851562,1,640,480,3,0.05377121
211,24.437499872289635,0.013856172561645508,1,640,480,3,0.055115234
212,24.457393000197268,0.014545440673828125,1,640,480,3,0.05110727
213,24.49146966513518,0.014588117599487305,1,640,480,3,0.050073657
214,24.526631111409383,0.014805078506469727,1,640,480,3,0.05430547
215,24.553578799591797,0.014464855194091797,1,640,480,3,0.05287588
216,24.58787907243598,0.014339208602905273,1,640,480,3,0.055027258
217,24.621458307014308,0.014395475387573242,1,640,480,3,0.055896446
218,24.647336745049888,0.014422178268432617,1,640,480,3,0.055297993
219,24.68162462163502,0.014555692672729492,1,640,480,3,0.0550718
220,24.716268333626903,0.014442205429077148,1,640,480,3,0.05412693
221,24.739417196293708,0.014538049697875977,1,640,480,3,0.054809794
222,24.772783041472064,0.014861583709716797,1,640,480,3,0.05169089
223,24.805125440772215,0.014448165893554688,1,640,480,3,0.05178406
224,24.827427274614298,0.01597285270690918,1,640,480,3,0.054336213
225,24.864336952437352,0.014360189437866211,1,640,480,3,0.05303812
226,24.762012765470676,0.04133200645446777,1,640,480,3,0.05181711
227,24.788290473719986,0.0161135196685791,1,640,480,3,0.055039093
228,24.83902931087152,0.013081789016723633,1,640,480,3,0.055258445
229,24.889958696991627,0.013740301132202148,1,640,480,3,0.055502232
230,24.94194273624839,0.013242006301879883,1,640,480,3,0.05137387
231,24.994840463944193,0.01273202896118164,1,640,480,3,0.05366894
232,25.04866792512551,0.012780189514160156,1,640,480,3,0.05674675
233,25.1017397969623,0.012789011001586914,1,640,480,3,0.055803522
234,25.134600381556776,0.013002395629882812,1,640,480,3,0.056697253
235,25.165429920076146,0.01290130615234375,1,640,480,3,0.05348262
236,25.197048481426215,0.012688875198364258,1,640,480,3,0.053539496
237,25.216200222581374,0.012698173522949219,1,640,480,3,0.0569104
238,25.099849362335757,0.04442930221557617,1,640,480,3,0.055310603
239,25.074193664012608,0.022139787673950195,1,640,480,3,0.055111423
240,25.11197012446957,0.014184951782226562,1,640,480,3,0.054844886
241,25.159530567880687,0.013320207595825195,1,640,480,3,0.05707012
242,25.208758682773738,0.013011455535888672,1,640,480,3,0.05465748
243,25.258477083270243,0.012948274612426758,1,640,480,3,0.057081185
244,25.307055207457182,0.012936592102050781,1,640,480,3,0.056125503
245,25.356813798468448,0.012908458709716797,1,640,480,3,0.05705728
246,25.40502094710217,0.013153314590454102,1,640,480,3,0.056267794
247,25.4540929422602,0.012695550918579102,1,640,480,3,0.056701053
248,25.50022531764247,0.013480186462402344,1,640,480,3,0.058983967
249,25.54427880185645,0.013560056686401367,1,640,480,3,0.056323975
250,25.567683347113118,0.012897729873657227,1,640,480,3,0.0566676
251,25.596589099941355,0.012782096862792969,1,640,480,3,0.057075348
252,25.62469642082038,0.012948274612426758,1,640,480,3,0.05579039
253,25.64234388603842,0.012717962265014648,1,640,480,3,0.05767541
254,25.670119562615348,0.012958765029907227,1,640,480,3,0.057712823
255,25.696478655283613,0.013137578964233398,1,640,480,3,0.05572247
256,25.569932816350402,0.044492244720458984,1,640,480,3,0.05407578
257,25.528325023347488,0.026144981384277344,1,640,480,3,0.055495057
258,25.56032140615654,0.014958620071411133,1,640,480,3,0.054736994
259,25.60585437905296,0.012561798095703125,1,640,480,3,0.053039126
260,25.65037778900944,0.013371944427490234,1,640,480,3,0.05540138
261,25.695361692839647,0.013035774230957031,1,640,480,3,0.05619855
262,25.74016267791396,0.013073921203613281,1,640,480,3,0.055181503
263,25.785428633546978,0.013151884078979492,1,640,480,3,0.058367666
264,25.825915018434934,0.013981103897094727,1,640,480,3,0.055902664
265,25.869492550058183,0.012827873229980469,1,640,480,3,0.056223325
266,25.913755380771534,0.013191699981689453,1,640,480,3,0.055371746
267,25.957690472182165,0.012919187545776367,1,640,480,3,0.05824912
268,26.00088892246475,0.013072729110717773,1,640,480,3,0.05679459
269,26.02720549265154,0.014315366744995117,1,640,480,3,0.056736525
270,26.04194745099437,0.016113758087158203,1,640,480,3,0.056787968
271,26.068968104917644,0.015560626983642578,1,640,480,3,0.05521625
272,26.085575498300273,0.015917062759399414,1,640,480,3,0.057795577
273,26.11051803672217,0.015815019607543945,1,640,480,3,0.054184567
274,26.137703369089802,0.01575636863708496,1,640,480,3,0.05611375
275,26.15465266809935,0.015480756759643555,1,640,480,3,0.05400773
276,26.177705567203002,0.016124248504638672,1,640,480,3,0.057895795
277,26.20121544434026,0.01611018180847168,1,640,480,3,0.056215905
278,26.229309664243498,0.01607060432434082,1,640,480,3,0.057483234
279,26.24623237605448,0.015832901000976562,1,640,480,3,0.058775034
280,26.271181523118347,0.015932559967041016,1,640,480,3,0.056679934
281,26.295414558033013,0.015887975692749023,1,640,480,3,0.05649233
282,26.311320946318325,0.015742063522338867,1,640,480,3,0.056463595
283,26.335552264650698,0.01597118377685547,1,640,480,3,0.057696983
284,26.359339823288455,0.015919923782348633,1,640,480,3,0.055056848
285,26.373599374328514,0.016193389892578125,1,640,480,3,0.057834074
286,26.397505582153588,0.016218900680541992,1,640,480,3,0.056984235
287,26.423345249498304,0.015822410583496094,1,640,480,3,0.055543564
288,26.437577214317532,0.015904664993286133,1,640,480,3,0.05246462
289,26.460994263102673,0.016282081604003906,1,640,480,3,0.055714842
290,26.485630551993516,0.015811920166015625,1,640,480,3,0.05571088
291,26.499465610893473,0.015880107879638672,1,640,480,3,0.053426027
292,26.52307477212215,0.015943527221679688,1,640,480,3,0.056566916
293,26.547071385968135,0.015914440155029297,1,640,480,3,0.057388555
294,26.560780470674224,0.015810251235961914,1,640,480,3,0.057669498
295,26.582129406313168,0.01702117919921875,1,640,480,3,0.056114964
296,26.60742925921851,0.016044139862060547,1,640,480,3,0.054648913
297,26.63100030476761,0.01585078239440918,1,640,480,3,0.0566096
298,26.649894375039633,0.014522552490234375,1,640,480,3,0.055142265
299,26.67144452718192,0.014325141906738281,1,640,480,3,0.056035265
300,26.694032254160362,0.01462101936340332,1,640,480,3,0.0552129
301,26.708132210855393,0.014511346817016602,1,640,480,3,0.05731072
302,26.72816545536229,0.014491081237792969,1,640,480,3,0.055891834
303,26.75171436324992,0.014614343643188477,1,640,480,3,0.055715583
304,26.76408668907411,0.014681339263916016,1,640,480,3,0.055777367
305,26.786574963858637,0.014364242553710938,1,640,480,3,0.058053207
306,26.805065719304036,0.01475667953491211,1,640,480,3,0.05591363
307,26.81971753023159,0.014565706253051758,1,640,480,3,0.054720983
308,26.842301790483265,0.01412200927734375,1,640,480,3,0.054743756
309,26.86307590815333,0.014613628387451172,1,640,480,3,0.056768436
310,26.8759198822683,0.014372587203979492,1,640,480,3,0.056256913
311,26.89527807065695,0.014595985412597656,1,640,480,3,0.057967138
312,26.91706480025196,0.014533519744873047,1,640,480,3,0.0564438
313,26.93951845213886,0.014114856719970703,1,640,480,3,0.05479869
314,26.9499209547482,0.014662504196166992,1,640,480,3,0.057179328
315,26.97142915002684,0.014367341995239258,1,640,480,3,0.057714872
316,26.99129938947818,0.014587640762329102,1,640,480,3,0.055960968
317,27.003291690016578,0.014426708221435547,1,640,480,3,0.05661174
318,27.023539368128446,0.014418840408325195,1,640,480,3,0.054578695
319,26.92729322981878,0.043588876724243164,1,640,480,3,0.05555301
320,26.93742143620833,0.017674922943115234,1,640,480,3,0.056708083
321,26.969251820027242,0.013678789138793945,1,640,480,3,0.0570075
322,27.00426586601175,0.013038873672485352,1,640,480,3,0.057341564
323,27.040523035128825,0.013100862503051758,1,640,480,3,0.053668004
324,27.075863731042674,0.013349056243896484,1,640,480,3,0.056609083
325,27.109637384639505,0.01322031021118164,1,640,480,3,0.0574476
326,27.143720107339874,0.013388633728027344,1,640,480,3,0.05470126
327,27.17967213351258,0.012938261032104492,1,640,480,3,0.053742398
328,27.20143797125647,0.013150215148925781,1,640,480,3,0.05509404
329,27.214105298477925,0.012829065322875977,1,640,480,3,0.055797327
330,27.231020109088135,0.013353109359741211,1,640,480,3,0.057189077
331,27.248627950941053,0.013341188430786133,1,640,480,3,0.05502296
332,27.266521222655477,0.013792276382446289,1,640,480,3,0.056439992
333,27.277747842481027,0.01352071762084961,1,640,480,3,0.055043563
334,27.29612117324621,0.013625383377075195,1,640,480,3,0.053105086
335,27.315711386244537,0.013415098190307617,1,640,480,3,0.05394908
336,27.324654169006113,0.01351165771484375,1,640,480,3,0.05421741
337,27.34469859341258,0.013289928436279297,1,640,480,3,0.054796662
338,27.362051885102733,0.013718605041503906,1,640,480,3,0.055360623
339,27.37308544741068,0.013341188430786133,1,640,480,3,0.055369306
340,27.39036925186972,0.01373147964477539,1,640,480,3,0.0545533
341,27.409555591579746,0.01369166374206543,1,640,480,3,0.055692382
342,27.418565052527853,0.013745307922363281,1,640,480,3,0.057510376
343,27.43798828836478,0.013279438018798828,1,640,480,3,0.05494678
344,27.455568271465594,0.013742923736572266,1,640,480,3,0.05498662
345,27.347169810964175,0.04413485527038574,1,640,480,3,0.05485547
346,27.329220925717312,0.022197484970092773,1,640,480,3,0.057132926
347,27.353177517208646,0.014343738555908203,1,640,480,3,0.05528864
348,27.384465726411847,0.014153718948364258,1,640,480,3,0.05465656
349,27.414575144268994,0.013478994369506836,1,640,480,3,0.053381864
350,27.4477037515687,0.012820720672607422,1,640,480,3,0.056230117
351,27.48037323264344,0.01298975944519043,1,640,480,3,0.05309178
352,27.513537250257524,0.012973308563232422,1,640,480,3,0.05472171
353,27.545990648025874,0.012987136840820312,1,640,480,3,0.055539537
354,27.578592817235236,0.012830495834350586,1,640,480,3,0.053377572
355,27.610744881630943,0.013137578964233398,1,640,480,3,0.057107046
356,27.642947846809975,0.012656450271606445,1,640,480,3,0.057591222
357,27.65535383991462,0.014205217361450195,1,640,480,3,0.056923628
358,27.536881825257275,0.049465179443359375,1,640,480,3,0.052259937
359,27.525808792152983,0.021436214447021484,1,640,480,3,0.053329125
360,27.51598691368735,0.01919412612915039,1,640,480,3,0.054933775
361,27.542677073778517,0.013935089111328125,1,640,480,3,0.056613065
362,27.572873388966805,0.013410091400146484,1,640,480,3,0.056327652
363,27.600405094638283,0.013839244842529297,1,640,480,3,0.05727602
364,27.630508138017145,0.013121366500854492,1,640,480,3,0.054001875
365,27.662026807206896,0.012990713119506836,1,640,480,3,0.05527339
366,27.692482468637508,0.013125896453857422,1,640,480,3,0.0524816
367,27.720949578079793,0.014312982559204102,1,640,480,3,0.059027977
368,27.751413547560645,0.013164997100830078,1,640,480,3,0.054041687
369,27.677386622144358,0.042461395263671875,1,640,480,3,0.054271713
370,27.644813637532856,0.025135040283203125,1,640,480,3,0.056438513
371,27.663682918488046,0.015021562576293945,1,640,480,3,0.05635874
372,27.691012543383867,0.014356851577758789,1,640,480,3,0.052161798
373,27.71967839847938,0.013452529907226562,1,640,480,3,0.055372164
374,27.75136658704882,0.012529611587524414,1,640,480,3,0.05575797
375,27.781686724523865,0.01289820671081543,1,640,480,3,0.056841813
376,27.811938357831888,0.012917280197143555,1,640,480,3,0.056387626
377,27.839843966845066,0.013042926788330078,1,640,480,3,0.05719864
378,27.870499846860934,0.012824058532714844,1,640,480,3,0.057207804
379,27.899908758992776,0.013174057006835938,1,640,480,3,0.057018656
380,27.929331219573886,0.013184070587158203,1,640,480,3,0.053231057
381,27.955059180000703,0.0137786865234375,1,640,480,3,0.055882026
382,27.984420552104286,0.012776613235473633,1,640,480,3,0.058227178
383,28.014026453733678,0.013012886047363281,1,640,480,3,0.05725983
384,28.03382733352788,0.012783050537109375,1,640,480,3,0.056849975
385,28.048695922838977,0.013190746307373047,1,640,480,3,0.058060464
386,27.95602795006474,0.04344463348388672,1,640,480,3,0.055261362
387,27.94635600629869,0.01970505714416504,1,640,480,3,0.056407828
388,27.969059779894824,0.0136871337890625,1,640,480,3,0.058111407
389,27.998375611786113,0.012823104858398438,1,640,480,3,0.054865643
390,28.025961310097056,0.013606786727905273,1,640,480,3,0.057759475
391,28.00439280075747,0.0224611759185791,1,640,480,3,0.056528248
392,28.020891506845093,0.015208005905151367,1,640,480,3,0.055182353
393,28.007672759293452,0.021236658096313477,1,640,480,3,0.057811514
394,28.027956387427754,0.014428377151489258,1,640,480,3,0.054887686
395,28.05680515892268,0.013010263442993164,1,640,480,3,0.053401556
396,28.086070641690636,0.012637615203857422,1,640,480,3,0.055658765
397,28.112997950522104,0.013403892517089844,1,640,480,3,0.055980682
398,28.1416211188704,0.01250004768371582,1,640,480,3,0.05361763
399,28.170593077176623,0.012930154800415039,1,640,480,3,0.057698283
400,28.194470812292295,0.015610218048095703,1,640,480,3,0.05727959
401,28.21798513713603,0.01435089111328125,1,640,480,3,0.057366155
402,28.2438586897666,0.013408184051513672,1,640,480,3,0.058041845
403,28.269982884187506,0.013965845108032227,1,640,480,3,0.058299046
404,28.290946264778565,0.01273202896118164,1,640,480,3,0.055890597
405,28.30301911145488,0.013200998306274414,1,640,480,3,0.056941442
406,28.31159019624022,0.012810707092285156,1,640,480,3,0.058431797
407,28.325545724334983,0.013017416000366211,1,640,480,3,0.057105944
408,28.339932254143047,0.01260519027709961,1,640,480,3,0.05590355
409,28.34504187488502,0.013100385665893555,1,640,480,3,0.057021562
410,28.359698346345084,0.012621879577636719,1,640,480,3,0.05742454
411,28.37302500633384,0.012809991836547852,1,640,480,3,0.054718733
412,28.268192229562057,0.044411420822143555,1,640,480,3,0.057128027
413,28.22501408971557,0.026994943618774414,1,640,480,3,0.04806815
414,28.233628260107526,0.015839576721191406,1,640,480,3,0.0545804
415,28.256944280642024,0.013591289520263672,1,640,480,3,0.052975293
416,28.28037944189756,0.015142202377319336,1,640,480,3,0.056239378
417,28.30776746532554,0.012848377227783203,1,640,480,3,0.05401364
418,28.335211342223165,0.012958288192749023,1,640,480,3,0.054691993
419,28.36227042394332,0.01293492317199707,1,640,480,3,0.055246286
420,28.388782161041497,0.013468265533447266,1,640,480,3,0.05301339
