frame_count,fps,model_time,num_faces,image_width,image_height,image_channels
76,16.24905334908791,0.019817590713500977,1,640,480,3
77,16.36319818469408,0.019983530044555664,1,640,480,3
78,16.438810854822332,0.0300750732421875,1,640,480,3
79,16.535850355626813,0.030887842178344727,1,640,480,3
80,16.632991332158852,0.03137087821960449,1,640,480,3
81,16.74666842280486,0.026274919509887695,1,640,480,3
82,16.854073865426123,0.027812719345092773,1,640,480,3
83,16.961296336076536,0.027496814727783203,1,640,480,3
84,17.053330535009128,0.03135967254638672,1,640,480,3
85,17.150333820143853,0.029656648635864258,1,640,480,3
86,17.244327949305493,0.030139923095703125,1,640,480,3
87,17.320038755784214,0.03524374961853027,1,640,480,3
88,17.444971445165038,0.02035045623779297,1,640,480,3
89,17.59134171324477,0.014441967010498047,1,640,480,3
90,17.71193794092179,0.012982845306396484,1,640,480,3
91,17.80797526751388,0.012812376022338867,1,640,480,3
92,17.848344013172795,0.024333715438842773,1,640,480,3
93,17.92167077067909,0.030820608139038086,1,640,480,3
94,18.008385728147694,0.029692888259887695,1,640,480,3
95,18.092467544166976,0.030231475830078125,1,640,480,3
96,18.175858948685757,0.030097484588623047,1,640,480,3
97,18.258571966660725,0.030056476593017578,1,640,480,3
98,18.3397827032563,0.03005838394165039,1,640,480,3
99,18.420757679450695,0.02998948097229004,1,640,480,3
100,18.501598260781726,0.029754161834716797,1,640,480,3
101,18.576410106731828,0.031244277954101562,1,640,480,3
102,18.6558229898339,0.029642105102539062,1,640,480,3
103,18.73679029762561,0.0287322998046875,1,640,480,3
104,18.845221780669554,0.020798683166503906,1,640,480,3
105,18.956444530301898,0.019835233688354492,1,640,480,3
106,19.04628225921842,0.02535700798034668,1,640,480,3
107,19.166676475132807,0.015126943588256836,1,640,480,3
108,19.22949755970354,0.016118764877319336,1,640,480,3
109,19.308777405503253,0.016135215759277344,1,640,480,3
110,19.380331368136936,0.018219947814941406,1,640,480,3
111,19.396941795268845,0.03249335289001465,1,640,480,3
112,19.457768178536174,0.032723188400268555,1,640,480,3
113,19.520787743737316,0.03182220458984375,1,640,480,3
114,19.590279825755527,0.02966618537902832,1,640,480,3
115,19.661265886517747,0.029067516326904297,1,640,480,3
116,19.760240268379672,0.020694255828857422,1,640,480,3
117,19.85588566770165,0.021556615829467773,1,640,480,3
118,19.947056102842826,0.02072906494140625,1,640,480,3
119,20.021350451689838,0.020201921463012695,1,640,480,3
120,20.078078950181826,0.020793676376342773,1,640,480,3
121,20.150334740571044,0.020610570907592773,1,640,480,3
122,20.219388576826827,0.021107912063598633,1,640,480,3
123,20.27653516328329,0.021039962768554688,1,640,480,3
124,20.34520914393082,0.021306753158569336,1,640,480,3
125,20.414853491161974,0.021100997924804688,1,640,480,3
126,20.483641917360988,0.020937204360961914,1,640,480,3
127,20.53730002723519,0.02112865447998047,1,640,480,3
128,20.604881092187718,0.020963430404663086,1,640,480,3
129,20.66978677883698,0.021403074264526367,1,640,480,3
130,20.72350665179693,0.020981550216674805,1,640,480,3
131,20.791764089344667,0.02019786834716797,1,640,480,3
132,20.852743091302592,0.021219491958618164,1,640,480,3
133,20.899468688848042,0.02249932289123535,1,640,480,3
134,20.967673057894565,0.021085023880004883,1,640,480,3
135,21.030116134696787,0.02128887176513672,1,640,480,3
136,21.08071500361357,0.020810842514038086,1,640,480,3
137,21.140649050184148,0.02132272720336914,1,640,480,3
138,21.203228263881368,0.020961523056030273,1,640,480,3
139,21.251497006424568,0.020808696746826172,1,640,480,3
140,21.312208593929174,0.020818471908569336,1,640,480,3
141,21.37034057074072,0.021266460418701172,1,640,480,3
142,21.430957469929286,0.020876646041870117,1,640,480,3
143,21.475798019058495,0.021251678466796875,1,640,480,3
144,21.53033306651224,0.02243661880493164,1,640,480,3
145,21.591760443231486,0.02146601676940918,1,640,480,3
146,21.635851793123162,0.0214385986328125,1,640,480,3
147,21.693417918623158,0.02114105224609375,1,640,480,3
148,21.74260153050079,0.023513078689575195,1,640,480,3
149,21.784339011645944,0.02394700050354004,1,640,480,3
150,21.847566640145438,0.021633625030517578,1,640,480,3
151,21.903772101685476,0.021119356155395508,1,640,480,3
152,21.945170171962765,0.021231889724731445,1,640,480,3
153,21.99983318305753,0.020973682403564453,1,640,480,3
154,22.05152644157402,0.02166438102722168,1,640,480,3
155,22.089533272107648,0.022360801696777344,1,640,480,3
156,22.14532665106469,0.021617412567138672,1,640,480,3
157,22.200362376885987,0.02055644989013672,1,640,480,3
158,22.249079762057402,0.02142167091369629,1,640,480,3
159,22.282316507875272,0.02329730987548828,1,640,480,3
160,22.339335895659588,0.02165079116821289,1,640,480,3
161,22.391242279791758,0.02103114128112793,1,640,480,3
162,22.428321141534475,0.0212552547454834,1,640,480,3
163,22.47865448360795,0.021147966384887695,1,640,480,3
164,22.52332342222984,0.022620677947998047,1,640,480,3
165,22.563623642913573,0.021515846252441406,1,640,480,3
166,22.609540336785006,0.022122621536254883,1,640,480,3
167,22.661986837097704,0.021237611770629883,1,640,480,3
168,22.695399016189146,0.021919727325439453,1,640,480,3
169,22.74111297826365,0.022696971893310547,1,640,480,3
170,22.785369438923222,0.023508787155151367,1,640,480,3
171,22.82691210712805,0.02139878273010254,1,640,480,3
172,22.87500430043694,0.020988941192626953,1,640,480,3
173,22.921395409811208,0.021053075790405273,1,640,480,3
174,22.95479517404118,0.021110057830810547,1,640,480,3
175,23.001333100061974,0.020897626876831055,1,640,480,3
176,23.04496017628861,0.02136850357055664,1,640,480,3
177,23.090484158428097,0.021311044692993164,1,640,480,3
178,23.122246114346684,0.02156209945678711,1,640,480,3
179,23.170746126745804,0.02012348175048828,1,640,480,3
180,23.212110203352275,0.02103137969970703,1,640,480,3
181,23.243852504879893,0.021109342575073242,1,640,480,3
182,23.286194613242387,0.021432876586914062,1,640,480,3
183,23.329283876371434,0.02130889892578125,1,640,480,3
184,23.35900166646801,0.020997285842895508,1,640,480,3
185,23.402049950491886,0.02146005630493164,1,640,480,3
186,23.446889424283302,0.02058553695678711,1,640,480,3
187,23.476238839629122,0.020740509033203125,1,640,480,3
188,23.516444619195006,0.021347761154174805,1,640,480,3
189,23.558431472728987,0.020979881286621094,1,640,480,3
190,23.588383620797465,0.020764589309692383,1,640,480,3
191,23.628176265841088,0.021129369735717773,1,640,480,3
192,23.669279094069548,0.02099299430847168,1,640,480,3
193,23.708041582376765,0.021289587020874023,1,640,480,3
194,23.739053761951396,0.020496368408203125,1,640,480,3
195,23.777843248379124,0.02072453498840332,0,640,480,3
196,23.818400323595988,0.02040863037109375,1,640,480,3
197,23.843254870583326,0.020999670028686523,1,640,480,3
198,23.884104519995965,0.020751476287841797,1,640,480,3
199,23.92230644710112,0.020818471908569336,1,640,480,3
200,23.951293885716126,0.02022695541381836,1,640,480,3
201,23.98978392251721,0.020381927490234375,1,640,480,3
202,24.027736237124273,0.020203351974487305,0,640,480,3
203,24.052356076257027,0.020817041397094727,1,640,480,3
204,24.08999799061855,0.020667314529418945,1,640,480,3
205,24.127647575160143,0.020521879196166992,1,640,480,3
206,24.152472769415258,0.020618438720703125,1,640,480,3
207,24.190396398933096,0.02033853530883789,1,640,480,3
208,24.226592775552895,0.020305395126342773,1,640,480,3
209,24.251326885324424,0.020319700241088867,1,640,480,3
210,24.28612771844626,0.020751476287841797,1,640,480,3
211,24.32377346565384,0.020178556442260742,1,640,480,3
212,24.358823530056338,0.020412921905517578,1,640,480,3
213,24.38422110609821,0.01996779441833496,1,640,480,3
214,24.419582110537398,0.01993870735168457,1,640,480,3
215,24.427955891192234,0.029127836227416992,1,640,480,3
216,24.45222586267899,0.029430389404296875,1,640,480,3
217,24.48175195361463,0.029406309127807617,1,640,480,3
218,24.51294049571374,0.0287477970123291,1,640,480,3
219,24.542163254102977,0.02945685386657715,1,640,480,3
220,24.596512014880307,0.020420074462890625,1,640,480,3
221,24.652837931800445,0.015525102615356445,1,640,480,3
222,24.67408155815325,0.015458345413208008,1,640,480,3
223,24.706763906377105,0.015257120132446289,1,640,480,3
224,24.72882091347106,0.01894235610961914,1,640,480,3
225,24.738417373501324,0.023276329040527344,1,640,480,3
226,24.769128218329975,0.024434566497802734,1,640,480,3
227,24.804651016291515,0.023450613021850586,1,640,480,3
228,24.836748197559167,0.023674964904785156,1,640,480,3
229,24.856932650862277,0.024297475814819336,1,640,480,3
230,24.893951741304573,0.022656917572021484,1,640,480,3
231,24.924202308997796,0.023801088333129883,1,640,480,3
232,24.946424710831334,0.023244857788085938,0,640,480,3
233,24.974903191767893,0.024411678314208984,1,640,480,3
234,25.005369035045273,0.02470564842224121,1,640,480,3
235,25.029274503036337,0.023770809173583984,1,640,480,3
236,25.05839251287879,0.024662017822265625,1,640,480,3
237,25.090278125359912,0.02426004409790039,1,640,480,3
238,25.11144632359931,0.023942947387695312,1,640,480,3
239,25.139224176380466,0.025222063064575195,1,640,480,3
240,25.17014256721097,0.024979829788208008,1,640,480,3
241,25.184439376189193,0.02694845199584961,1,640,480,3
242,25.219597601172786,0.025391101837158203,1,640,480,3
243,25.249880540592713,0.025176525115966797,1,640,480,3
244,25.28031065275119,0.024899959564208984,1,640,480,3
245,25.29844775644663,0.025203227996826172,1,640,480,3
246,25.329386350091024,0.0248258113861084,1,640,480,3
247,25.358046203353794,0.025065183639526367,1,640,480,3
248,25.374586246158668,0.025772809982299805,1,640,480,3
249,25.405670054302774,0.02514481544494629,1,640,480,3
250,25.436897075825183,0.024211883544921875,1,640,480,3
251,25.45318252090711,0.02490091323852539,1,640,480,3
252,25.47523590388356,0.0275113582611084,1,640,480,3
253,25.504411494282543,0.02714824676513672,1,640,480,3
254,25.528340913735242,0.02512979507446289,1,640,480,3
255,25.55837538827529,0.024446487426757812,1,640,480,3
256,25.58654211269502,0.024344682693481445,1,640,480,3
257,25.602320249186615,0.024933576583862305,1,640,480,3
258,25.630111685026936,0.024987220764160156,1,640,480,3
259,25.656021215107437,0.02555394172668457,1,640,480,3
260,25.67475068557215,0.02486443519592285,1,640,480,3
261,25.701305681785794,0.025155067443847656,1,640,480,3
262,25.728009886379635,0.025331974029541016,1,640,480,3
263,25.75395803267938,0.025582313537597656,1,640,480,3
264,25.77232110386439,0.02475738525390625,1,640,480,3
265,25.799281648124566,0.024878978729248047,1,640,480,3
266,25.82506350281081,0.025165557861328125,1,640,480,3
267,25.842330330661294,0.024723291397094727,1,640,480,3
268,25.867464099560767,0.02502274513244629,1,640,480,3
269,25.88669869339449,0.027954578399658203,1,640,480,3
270,25.90547007341067,0.026866674423217773,1,640,480,3
271,25.93173274995076,0.02671051025390625,1,640,480,3
272,25.961597158041414,0.025099754333496094,1,640,480,3
273,25.977006556429572,0.025194168090820312,1,640,480,3
274,26.001692631496258,0.02546238899230957,1,640,480,3
275,26.027204066967258,0.025051593780517578,1,640,480,3
276,26.02311536974334,0.03222846984863281,1,640,480,3
277,26.03671703039909,0.03205561637878418,1,640,480,3
278,26.054782241749873,0.03029632568359375,1,640,480,3
279,26.06694018360784,0.031682729721069336,1,640,480,3
280,26.082959930427382,0.031007766723632812,1,640,480,3
281,26.095923578274082,0.03222322463989258,1,640,480,3
282,26.11057977472331,0.031389713287353516,1,640,480,3
283,26.125817438738576,0.031156301498413086,1,640,480,3
284,26.145790316080777,0.029242277145385742,1,640,480,3
285,26.185910762744506,0.020989179611206055,1,640,480,3
286,26.224205996258785,0.021641016006469727,1,640,480,3
287,26.263381893556794,0.02126765251159668,1,640,480,3
288,26.30272647340483,0.021135568618774414,1,640,480,3
289,26.32999002280861,0.021277904510498047,1,640,480,3
290,26.35288269471053,0.021195173263549805,1,640,480,3
291,26.377207877021352,0.020657062530517578,1,640,480,3
292,26.363317759775498,0.031575679779052734,1,640,480,3
